transaction_type,fraud_status,step,amount_bin,transaction_count
TRANSFER,Legitimate,13,"50,001-100,000",137
TRANSFER,Legitimate,13,"500,001-1,000,000",943
TRANSFER,Legitimate,13,"501-1,000",3
CASH_IN,Legitimate,14,0-100,5
CASH_IN,Legitimate,14,"1,001-5,000",121
CASH_IN,Legitimate,14,"10,001-50,000",1238
CASH_IN,Legitimate,14,"100,001-500,000",5825
CASH_IN,Legitimate,14,101-500,15
CASH_IN,Legitimate,14,"5,001-10,000",139
CASH_IN,Legitimate,14,"50,001-100,000",1562
CASH_IN,Legitimate,14,"500,001-1,000,000",222
CASH_IN,Legitimate,14,"501-1,000",13
CASH_OUT,Fraud,14,"1,000,001+",4
CASH_OUT,Fraud,14,"100,001-500,000",1
CASH_OUT,Fraud,14,"50,001-100,000",1
CASH_OUT,Legitimate,14,0-100,4
CASH_OUT,Legitimate,14,"1,000,001+",3
CASH_OUT,Legitimate,14,"1,001-5,000",197
CASH_OUT,Legitimate,14,"10,001-50,000",1930
CASH_OUT,Legitimate,14,"100,001-500,000",10417
CASH_OUT,Legitimate,14,101-500,18
CASH_OUT,Legitimate,14,"5,001-10,000",210
CASH_OUT,Legitimate,14,"50,001-100,000",2590
CASH_OUT,Legitimate,14,"500,001-1,000,000",586
CASH_OUT,Legitimate,14,"501-1,000",23
DEBIT,Legitimate,14,0-100,3
DEBIT,Legitimate,14,"1,001-5,000",85
DEBIT,Legitimate,14,"10,001-50,000",24
DEBIT,Legitimate,14,101-500,9
DEBIT,Legitimate,14,"5,001-10,000",57
DEBIT,Legitimate,14,"501-1,000",12
PAYMENT,Legitimate,14,0-100,86
PAYMENT,Legitimate,14,"1,001-5,000",3189
PAYMENT,Legitimate,14,"10,001-50,000",5406
PAYMENT,Legitimate,14,101-500,306
PAYMENT,Legitimate,14,"5,001-10,000",3370
PAYMENT,Legitimate,14,"50,001-100,000",24
PAYMENT,Legitimate,14,"501-1,000",377
TRANSFER,Fraud,14,"1,000,001+",4
TRANSFER,Fraud,14,"100,001-500,000",1
TRANSFER,Fraud,14,"50,001-100,000",1
TRANSFER,Legitimate,14,0-100,1
TRANSFER,Legitimate,14,"1,000,001+",583
TRANSFER,Legitimate,14,"1,001-5,000",12
TRANSFER,Legitimate,14,"10,001-50,000",141
TRANSFER,Legitimate,14,"100,001-500,000",1384
TRANSFER,Legitimate,14,"5,001-10,000",20
TRANSFER,Legitimate,14,"50,001-100,000",184
TRANSFER,Legitimate,14,"500,001-1,000,000",1081
TRANSFER,Legitimate,14,"501-1,000",1
CASH_IN,Legitimate,15,0-100,3
CASH_IN,Legitimate,15,"1,001-5,000",150
CASH_IN,Legitimate,15,"10,001-50,000",1296
CASH_IN,Legitimate,15,"100,001-500,000",6339
CASH_IN,Legitimate,15,101-500,14
CASH_IN,Legitimate,15,"5,001-10,000",175
CASH_IN,Legitimate,15,"50,001-100,000",1775
CASH_IN,Legitimate,15,"500,001-1,000,000",169
CASH_IN,Legitimate,15,"501-1,000",18
CASH_OUT,Fraud,15,"10,001-50,000",1
CASH_OUT,Fraud,15,"100,001-500,000",4
CASH_OUT,Fraud,15,101-500,2
CASH_OUT,Fraud,15,"50,001-100,000",2
CASH_OUT,Fraud,15,"500,001-1,000,000",2
CASH_OUT,Legitimate,15,0-100,5
CASH_OUT,Legitimate,15,"1,000,001+",3
CASH_OUT,Legitimate,15,"1,001-5,000",223
CASH_OUT,Legitimate,15,"10,001-50,000",2108
CASH_OUT,Legitimate,15,"100,001-500,000",11548
CASH_OUT,Legitimate,15,101-500,22
CASH_OUT,Legitimate,15,"5,001-10,000",254
CASH_OUT,Legitimate,15,"50,001-100,000",2725
CASH_OUT,Legitimate,15,"500,001-1,000,000",516
CASH_OUT,Legitimate,15,"501-1,000",32
DEBIT,Legitimate,15,0-100,6
DEBIT,Legitimate,15,"1,001-5,000",127
DEBIT,Legitimate,15,"10,001-50,000",21
DEBIT,Legitimate,15,101-500,15
DEBIT,Legitimate,15,"5,001-10,000",77
DEBIT,Legitimate,15,"501-1,000",12
PAYMENT,Legitimate,15,0-100,57
PAYMENT,Legitimate,15,"1,001-5,000",3033
PAYMENT,Legitimate,15,"10,001-50,000",6245
PAYMENT,Legitimate,15,101-500,322
PAYMENT,Legitimate,15,"5,001-10,000",3309
PAYMENT,Legitimate,15,"50,001-100,000",24
PAYMENT,Legitimate,15,"501-1,000",391
TRANSFER,Fraud,15,"100,001-500,000",4
TRANSFER,Fraud,15,101-500,2
TRANSFER,Fraud,15,"50,001-100,000",1
TRANSFER,Fraud,15,"500,001-1,000,000",2
TRANSFER,Legitimate,15,"1,000,001+",510
TRANSFER,Legitimate,15,"1,001-5,000",13
TRANSFER,Legitimate,15,"10,001-50,000",170
TRANSFER,Legitimate,15,"100,001-500,000",1520
TRANSFER,Legitimate,15,101-500,1
TRANSFER,Legitimate,15,"5,001-10,000",17
TRANSFER,Legitimate,15,"50,001-100,000",205
TRANSFER,Legitimate,15,"500,001-1,000,000",1139
CASH_IN,Legitimate,16,0-100,3
CASH_IN,Legitimate,16,"1,000,001+",1
CASH_IN,Legitimate,16,"1,001-5,000",129
CASH_IN,Legitimate,16,"10,001-50,000",1351
CASH_IN,Legitimate,16,"100,001-500,000",6372
CASH_IN,Legitimate,16,101-500,10
CASH_IN,Legitimate,16,"5,001-10,000",170
CASH_IN,Legitimate,16,"50,001-100,000",1668
CASH_IN,Legitimate,16,"500,001-1,000,000",204
CASH_IN,Legitimate,16,"501-1,000",20
CASH_OUT,Fraud,16,"1,000,001+",2
CASH_OUT,Fraud,16,"10,001-50,000",1
CASH_OUT,Fraud,16,"100,001-500,000",1
CASH_OUT,Fraud,16,"500,001-1,000,000",1
CASH_OUT,Legitimate,16,0-100,12
CASH_OUT,Legitimate,16,"1,000,001+",4
CASH_OUT,Legitimate,16,"1,001-5,000",196
CASH_OUT,Legitimate,16,"10,001-50,000",2100
CASH_OUT,Legitimate,16,"100,001-500,000",10576
CASH_OUT,Legitimate,16,101-500,22
CASH_OUT,Legitimate,16,"5,001-10,000",217
CASH_OUT,Legitimate,16,"50,001-100,000",2644
CASH_OUT,Legitimate,16,"500,001-1,000,000",503
CASH_OUT,Legitimate,16,"501-1,000",29
DEBIT,Legitimate,16,0-100,6
DEBIT,Legitimate,16,"1,001-5,000",135
DEBIT,Legitimate,16,"10,001-50,000",10
DEBIT,Legitimate,16,101-500,13
DEBIT,Legitimate,16,"5,001-10,000",62
DEBIT,Legitimate,16,"501-1,000",22
PAYMENT,Legitimate,16,0-100,65
PAYMENT,Legitimate,16,"1,001-5,000",2695
PAYMENT,Legitimate,16,"10,001-50,000",6241
PAYMENT,Legitimate,16,101-500,245
PAYMENT,Legitimate,16,"5,001-10,000",2975
PAYMENT,Legitimate,16,"50,001-100,000",54
PAYMENT,Legitimate,16,"501-1,000",323
TRANSFER,Fraud,16,"1,000,001+",2
TRANSFER,Fraud,16,"10,001-50,000",1
TRANSFER,Fraud,16,"100,001-500,000",1
TRANSFER,Fraud,16,"500,001-1,000,000",1
TRANSFER,Legitimate,16,"1,000,001+",569
TRANSFER,Legitimate,16,"1,001-5,000",14
TRANSFER,Legitimate,16,"10,001-50,000",145
TRANSFER,Legitimate,16,"100,001-500,000",1451
TRANSFER,Legitimate,16,101-500,3
TRANSFER,Legitimate,16,"5,001-10,000",15
TRANSFER,Legitimate,16,"50,001-100,000",190
TRANSFER,Legitimate,16,"500,001-1,000,000",996
TRANSFER,Legitimate,16,"501-1,000",1
CASH_IN,Legitimate,17,0-100,6
CASH_IN,Legitimate,17,"1,000,001+",1
CASH_IN,Legitimate,17,"1,001-5,000",124
CASH_IN,Legitimate,17,"10,001-50,000",1423
CASH_IN,Legitimate,17,"100,001-500,000",6216
CASH_IN,Legitimate,17,101-500,9
CASH_IN,Legitimate,17,"5,001-10,000",150
CASH_IN,Legitimate,17,"50,001-100,000",1771
CASH_IN,Legitimate,17,"500,001-1,000,000",180
CASH_IN,Legitimate,17,"501-1,000",17
CASH_OUT,Fraud,17,"1,000,001+",1
CASH_OUT,Fraud,17,"10,001-50,000",1
CASH_OUT,Fraud,17,"100,001-500,000",2
CASH_OUT,Legitimate,17,0-100,3
CASH_OUT,Legitimate,17,"1,000,001+",1
CASH_OUT,Legitimate,17,"1,001-5,000",182
CASH_OUT,Legitimate,17,"10,001-50,000",2119
CASH_OUT,Legitimate,17,"100,001-500,000",10966
CASH_OUT,Legitimate,17,101-500,17
CASH_OUT,Legitimate,17,"5,001-10,000",225
CASH_OUT,Legitimate,17,"50,001-100,000",2715
CASH_OUT,Legitimate,17,"500,001-1,000,000",387
CASH_OUT,Legitimate,17,"501-1,000",26
DEBIT,Legitimate,17,0-100,3
DEBIT,Legitimate,17,"1,001-5,000",136
DEBIT,Legitimate,17,"10,001-50,000",38
DEBIT,Legitimate,17,101-500,14
DEBIT,Legitimate,17,"5,001-10,000",99
DEBIT,Legitimate,17,"501-1,000",25
PAYMENT,Legitimate,17,0-100,64
PAYMENT,Legitimate,17,"1,001-5,000",2657
PAYMENT,Legitimate,17,"10,001-50,000",6606
PAYMENT,Legitimate,17,101-500,254
PAYMENT,Legitimate,17,"5,001-10,000",3036
PAYMENT,Legitimate,17,"50,001-100,000",63
PAYMENT,Legitimate,17,"501-1,000",334
TRANSFER,Fraud,17,"1,000,001+",1
TRANSFER,Fraud,17,"100,001-500,000",2
TRANSFER,Legitimate,17,"1,000,001+",765
TRANSFER,Legitimate,17,"1,001-5,000",14
TRANSFER,Legitimate,17,"10,001-50,000",155
TRANSFER,Legitimate,17,"100,001-500,000",1382
TRANSFER,Legitimate,17,"5,001-10,000",25
TRANSFER,Legitimate,17,"50,001-100,000",188
TRANSFER,Legitimate,17,"500,001-1,000,000",954
TRANSFER,Legitimate,17,"501-1,000",4
CASH_IN,Legitimate,18,0-100,9
CASH_IN,Legitimate,18,"1,001-5,000",157
CASH_IN,Legitimate,18,"10,001-50,000",1615
CASH_IN,Legitimate,18,"100,001-500,000",6939
CASH_IN,Legitimate,18,101-500,20
CASH_IN,Legitimate,18,"5,001-10,000",198
CASH_IN,Legitimate,18,"50,001-100,000",2091
CASH_IN,Legitimate,18,"500,001-1,000,000",151
CASH_IN,Legitimate,18,"501-1,000",17
CASH_OUT,Fraud,18,"1,000,001+",3
CASH_OUT,Fraud,18,"10,001-50,000",1
CASH_OUT,Fraud,18,"100,001-500,000",3
CASH_OUT,Fraud,18,"5,001-10,000",1
CASH_OUT,Fraud,18,"500,001-1,000,000",1
CASH_OUT,Legitimate,18,0-100,6
CASH_OUT,Legitimate,18,"1,000,001+",1
CASH_OUT,Legitimate,18,"1,001-5,000",279
CASH_OUT,Legitimate,18,"10,001-50,000",2704
CASH_OUT,Legitimate,18,"100,001-500,000",12305
CASH_OUT,Legitimate,18,101-500,17
CASH_OUT,Legitimate,18,"5,001-10,000",333
CASH_OUT,Legitimate,18,"50,001-100,000",3498
CASH_OUT,Legitimate,18,"500,001-1,000,000",257
CASH_OUT,Legitimate,18,"501-1,000",31
DEBIT,Legitimate,18,0-100,7
DEBIT,Legitimate,18,"1,001-5,000",177
DEBIT,Legitimate,18,"10,001-50,000",14
DEBIT,Legitimate,18,101-500,21
DEBIT,Legitimate,18,"5,001-10,000",78
DEBIT,Legitimate,18,"501-1,000",17
PAYMENT,Legitimate,18,0-100,87
PAYMENT,Legitimate,18,"1,001-5,000",3453
PAYMENT,Legitimate,18,"10,001-50,000",6510
PAYMENT,Legitimate,18,101-500,319
PAYMENT,Legitimate,18,"5,001-10,000",3849
PAYMENT,Legitimate,18,"50,001-100,000",36
PAYMENT,Legitimate,18,"501-1,000",484
TRANSFER,Fraud,18,"1,000,001+",3
TRANSFER,Fraud,18,"10,001-50,000",1
TRANSFER,Fraud,18,"100,001-500,000",2
TRANSFER,Fraud,18,"5,001-10,000",1
TRANSFER,Legitimate,18,"1,000,001+",518
TRANSFER,Legitimate,18,"1,001-5,000",14
TRANSFER,Legitimate,18,"10,001-50,000",206
TRANSFER,Legitimate,18,"100,001-500,000",1702
TRANSFER,Legitimate,18,101-500,1
TRANSFER,Legitimate,18,"5,001-10,000",20
TRANSFER,Legitimate,18,"50,001-100,000",250
TRANSFER,Legitimate,18,"500,001-1,000,000",1169
TRANSFER,Legitimate,18,"501-1,000",3
CASH_IN,Legitimate,19,0-100,4
CASH_IN,Legitimate,19,"1,000,001+",1
CASH_IN,Legitimate,19,"1,001-5,000",176
CASH_IN,Legitimate,19,"10,001-50,000",1823
CASH_IN,Legitimate,19,"100,001-500,000",7241
CASH_IN,Legitimate,19,101-500,21
CASH_IN,Legitimate,19,"5,001-10,000",198
CASH_IN,Legitimate,19,"50,001-100,000",2248
CASH_IN,Legitimate,19,"500,001-1,000,000",133
CASH_IN,Legitimate,19,"501-1,000",30
CASH_OUT,Fraud,19,"1,000,001+",3
CASH_OUT,Fraud,19,"100,001-500,000",3
CASH_OUT,Legitimate,19,0-100,5
CASH_OUT,Legitimate,19,"1,001-5,000",269
CASH_OUT,Legitimate,19,"10,001-50,000",2976
CASH_OUT,Legitimate,19,"100,001-500,000",12066
CASH_OUT,Legitimate,19,101-500,31
CASH_OUT,Legitimate,19,"5,001-10,000",377
CASH_OUT,Legitimate,19,"50,001-100,000",3868
CASH_OUT,Legitimate,19,"500,001-1,000,000",190
CASH_OUT,Legitimate,19,"501-1,000",34
DEBIT,Legitimate,19,0-100,9
DEBIT,Legitimate,19,"1,001-5,000",277
DEBIT,Legitimate,19,"10,001-50,000",15
DEBIT,Legitimate,19,101-500,24
DEBIT,Legitimate,19,"5,001-10,000",63
DEBIT,Legitimate,19,"501-1,000",32
PAYMENT,Legitimate,19,0-100,92
PAYMENT,Legitimate,19,"1,001-5,000",4000
PAYMENT,Legitimate,19,"10,001-50,000",5985
PAYMENT,Legitimate,19,101-500,418
PAYMENT,Legitimate,19,"5,001-10,000",4254
PAYMENT,Legitimate,19,"50,001-100,000",41
PAYMENT,Legitimate,19,"501-1,000",499
TRANSFER,Fraud,19,"1,000,001+",3
TRANSFER,Fraud,19,"100,001-500,000",2
TRANSFER,Legitimate,19,"1,000,001+",459
TRANSFER,Legitimate,19,"1,001-5,000",15
TRANSFER,Legitimate,19,"10,001-50,000",217
TRANSFER,Legitimate,19,"100,001-500,000",1868
TRANSFER,Legitimate,19,101-500,3
TRANSFER,Legitimate,19,"5,001-10,000",24
TRANSFER,Legitimate,19,"50,001-100,000",257
TRANSFER,Legitimate,19,"500,001-1,000,000",1097
TRANSFER,Legitimate,19,"501-1,000",1
CASH_IN,Legitimate,20,0-100,1
CASH_IN,Legitimate,20,"1,000,001+",1
CASH_IN,Legitimate,20,"1,001-5,000",167
CASH_IN,Legitimate,20,"10,001-50,000",1422
CASH_IN,Legitimate,20,"100,001-500,000",5260
CASH_IN,Legitimate,20,101-500,18
CASH_IN,Legitimate,20,"5,001-10,000",164
CASH_IN,Legitimate,20,"50,001-100,000",1812
CASH_IN,Legitimate,20,"500,001-1,000,000",96
CASH_IN,Legitimate,20,"501-1,000",20
CASH_OUT,Fraud,20,"10,001-50,000",1
CASH_OUT,Fraud,20,"100,001-500,000",1
CASH_OUT,Legitimate,20,0-100,3
CASH_OUT,Legitimate,20,"1,000,001+",1
CASH_OUT,Legitimate,20,"1,001-5,000",249
CASH_OUT,Legitimate,20,"10,001-50,000",2389
CASH_OUT,Legitimate,20,"100,001-500,000",8311
CASH_OUT,Legitimate,20,101-500,26
CASH_OUT,Legitimate,20,"5,001-10,000",307
CASH_OUT,Legitimate,20,"50,001-100,000",3041
CASH_OUT,Legitimate,20,"500,001-1,000,000",145
CASH_OUT,Legitimate,20,"501-1,000",29
DEBIT,Legitimate,20,0-100,5
DEBIT,Legitimate,20,"1,001-5,000",131
DEBIT,Legitimate,20,"10,001-50,000",40
DEBIT,Legitimate,20,101-500,18
DEBIT,Legitimate,20,"5,001-10,000",113
DEBIT,Legitimate,20,"501-1,000",12
PAYMENT,Legitimate,20,0-100,104
PAYMENT,Legitimate,20,"1,001-5,000",3779
PAYMENT,Legitimate,20,"10,001-50,000",4984
PAYMENT,Legitimate,20,101-500,416
PAYMENT,Legitimate,20,"5,001-10,000",4007
PAYMENT,Legitimate,20,"50,001-100,000",36
PAYMENT,Legitimate,20,"501-1,000",476
TRANSFER,Fraud,20,"10,001-50,000",1
TRANSFER,Fraud,20,"100,001-500,000",1
TRANSFER,Legitimate,20,"1,000,001+",433
TRANSFER,Legitimate,20,"1,001-5,000",18
TRANSFER,Legitimate,20,"10,001-50,000",147
TRANSFER,Legitimate,20,"100,001-500,000",1360
TRANSFER,Legitimate,20,101-500,2
TRANSFER,Legitimate,20,"5,001-10,000",20
TRANSFER,Legitimate,20,"50,001-100,000",213
TRANSFER,Legitimate,20,"500,001-1,000,000",842
TRANSFER,Legitimate,20,"501-1,000",3
CASH_IN,Legitimate,21,0-100,1
CASH_IN,Legitimate,21,"1,001-5,000",59
CASH_IN,Legitimate,21,"10,001-50,000",626
CASH_IN,Legitimate,21,"100,001-500,000",2173
CASH_IN,Legitimate,21,101-500,6
CASH_IN,Legitimate,21,"5,001-10,000",86
CASH_IN,Legitimate,21,"50,001-100,000",765
CASH_IN,Legitimate,21,"500,001-1,000,000",47
CASH_IN,Legitimate,21,"501-1,000",9
CASH_OUT,Fraud,21,"10,001-50,000",1
CASH_OUT,Fraud,21,"100,001-500,000",1
CASH_OUT,Fraud,21,"500,001-1,000,000",1
CASH_OUT,Legitimate,21,0-100,1
CASH_OUT,Legitimate,21,"1,000,001+",1
CASH_OUT,Legitimate,21,"1,001-5,000",97
CASH_OUT,Legitimate,21,"10,001-50,000",930
CASH_OUT,Legitimate,21,"100,001-500,000",3241
CASH_OUT,Legitimate,21,101-500,15
CASH_OUT,Legitimate,21,"5,001-10,000",117
CASH_OUT,Legitimate,21,"50,001-100,000",1168
CASH_OUT,Legitimate,21,"500,001-1,000,000",73
CASH_OUT,Legitimate,21,"501-1,000",11
DEBIT,Legitimate,21,0-100,4
DEBIT,Legitimate,21,"1,001-5,000",90
DEBIT,Legitimate,21,"10,001-50,000",41
DEBIT,Legitimate,21,101-500,15
DEBIT,Legitimate,21,"5,001-10,000",54
DEBIT,Legitimate,21,"501-1,000",14
PAYMENT,Legitimate,21,0-100,56
PAYMENT,Legitimate,21,"1,001-5,000",2321
PAYMENT,Legitimate,21,"10,001-50,000",2659
PAYMENT,Legitimate,21,101-500,243
PAYMENT,Legitimate,21,"5,001-10,000",2338
PAYMENT,Legitimate,21,"50,001-100,000",13
PAYMENT,Legitimate,21,"501-1,000",294
TRANSFER,Fraud,21,"100,001-500,000",1
TRANSFER,Fraud,21,"500,001-1,000,000",1
TRANSFER,Legitimate,21,"1,000,001+",204
TRANSFER,Legitimate,21,"1,001-5,000",6
TRANSFER,Legitimate,21,"10,001-50,000",100
TRANSFER,Legitimate,21,"100,001-500,000",751
TRANSFER,Legitimate,21,101-500,2
TRANSFER,Legitimate,21,"5,001-10,000",10
TRANSFER,Legitimate,21,"50,001-100,000",133
TRANSFER,Legitimate,21,"500,001-1,000,000",371
TRANSFER,Legitimate,21,"501-1,000",2
CASH_IN,Legitimate,22,0-100,3
CASH_IN,Legitimate,22,"1,001-5,000",32
CASH_IN,Legitimate,22,"10,001-50,000",370
CASH_IN,Legitimate,22,"100,001-500,000",1415
CASH_IN,Legitimate,22,101-500,7
CASH_IN,Legitimate,22,"5,001-10,000",42
CASH_IN,Legitimate,22,"50,001-100,000",442
CASH_IN,Legitimate,22,"500,001-1,000,000",33
CASH_IN,Legitimate,22,"501-1,000",1
CASH_OUT,Fraud,22,"1,000,001+",2
CASH_OUT,Fraud,22,"10,001-50,000",1
CASH_OUT,Fraud,22,"100,001-500,000",6
CASH_OUT,Fraud,22,"50,001-100,000",3
CASH_OUT,Legitimate,22,"1,001-5,000",21
CASH_OUT,Legitimate,22,"10,001-50,000",425
CASH_OUT,Legitimate,22,"100,001-500,000",1731
CASH_OUT,Legitimate,22,101-500,4
CASH_OUT,Legitimate,22,"5,001-10,000",67
CASH_OUT,Legitimate,22,"50,001-100,000",583
CASH_OUT,Legitimate,22,"500,001-1,000,000",68
CASH_OUT,Legitimate,22,"501-1,000",8
DEBIT,Legitimate,22,0-100,2
DEBIT,Legitimate,22,"1,001-5,000",90
DEBIT,Legitimate,22,"10,001-50,000",42
DEBIT,Legitimate,22,101-500,11
DEBIT,Legitimate,22,"5,001-10,000",63
DEBIT,Legitimate,22,"501-1,000",4
PAYMENT,Legitimate,22,0-100,60
PAYMENT,Legitimate,22,"1,001-5,000",1712
PAYMENT,Legitimate,22,"10,001-50,000",2277
PAYMENT,Legitimate,22,101-500,173
PAYMENT,Legitimate,22,"5,001-10,000",1647
PAYMENT,Legitimate,22,"50,001-100,000",11
PAYMENT,Legitimate,22,"501-1,000",221
TRANSFER,Fraud,22,"1,000,001+",2
TRANSFER,Fraud,22,"10,001-50,000",1
TRANSFER,Fraud,22,"100,001-500,000",6
TRANSFER,Fraud,22,"50,001-100,000",2
TRANSFER,Legitimate,22,"1,000,001+",163
TRANSFER,Legitimate,22,"1,001-5,000",7
TRANSFER,Legitimate,22,"10,001-50,000",75
TRANSFER,Legitimate,22,"100,001-500,000",515
TRANSFER,Legitimate,22,101-500,1
TRANSFER,Legitimate,22,"5,001-10,000",11
TRANSFER,Legitimate,22,"50,001-100,000",81
TRANSFER,Legitimate,22,"500,001-1,000,000",193
TRANSFER,Legitimate,22,"501-1,000",1
CASH_IN,Legitimate,23,"1,001-5,000",16
CASH_IN,Legitimate,23,"10,001-50,000",120
CASH_IN,Legitimate,23,"100,001-500,000",521
CASH_IN,Legitimate,23,101-500,3
CASH_IN,Legitimate,23,"5,001-10,000",21
CASH_IN,Legitimate,23,"50,001-100,000",141
CASH_IN,Legitimate,23,"500,001-1,000,000",16
CASH_IN,Legitimate,23,"501-1,000",2
CASH_OUT,Fraud,23,"100,001-500,000",1
CASH_OUT,Legitimate,23,0-100,1
CASH_OUT,Legitimate,23,"1,001-5,000",10
CASH_OUT,Legitimate,23,"10,001-50,000",153
CASH_OUT,Legitimate,23,"100,001-500,000",720
CASH_OUT,Legitimate,23,101-500,2
CASH_OUT,Legitimate,23,"5,001-10,000",23
CASH_OUT,Legitimate,23,"50,001-100,000",199
CASH_OUT,Legitimate,23,"500,001-1,000,000",33
CASH_OUT,Legitimate,23,"501-1,000",4
DEBIT,Legitimate,23,0-100,1
DEBIT,Legitimate,23,"1,001-5,000",51
DEBIT,Legitimate,23,"10,001-50,000",1
DEBIT,Legitimate,23,101-500,4
DEBIT,Legitimate,23,"5,001-10,000",11
DEBIT,Legitimate,23,"501-1,000",3
PAYMENT,Legitimate,23,0-100,22
PAYMENT,Legitimate,23,"1,001-5,000",821
PAYMENT,Legitimate,23,"10,001-50,000",1545
PAYMENT,Legitimate,23,101-500,77
PAYMENT,Legitimate,23,"5,001-10,000",974
PAYMENT,Legitimate,23,"50,001-100,000",12
PAYMENT,Legitimate,23,"501-1,000",94
TRANSFER,Fraud,23,"100,001-500,000",1
TRANSFER,Legitimate,23,"1,000,001+",79
TRANSFER,Legitimate,23,"1,001-5,000",3
TRANSFER,Legitimate,23,"10,001-50,000",34
TRANSFER,Legitimate,23,"100,001-500,000",259
TRANSFER,Legitimate,23,"5,001-10,000",6
TRANSFER,Legitimate,23,"50,001-100,000",46
TRANSFER,Legitimate,23,"500,001-1,000,000",114
CASH_IN,Legitimate,24,"1,001-5,000",6
CASH_IN,Legitimate,24,"10,001-50,000",64
CASH_IN,Legitimate,24,"100,001-500,000",308
CASH_IN,Legitimate,24,"5,001-10,000",9
CASH_IN,Legitimate,24,"50,001-100,000",90
CASH_IN,Legitimate,24,"500,001-1,000,000",16
CASH_IN,Legitimate,24,"501-1,000",2
CASH_OUT,Fraud,24,"100,001-500,000",1
CASH_OUT,Fraud,24,"5,001-10,000",1
CASH_OUT,Fraud,24,"500,001-1,000,000",1
CASH_OUT,Legitimate,24,"1,001-5,000",7
CASH_OUT,Legitimate,24,"10,001-50,000",70
CASH_OUT,Legitimate,24,"100,001-500,000",393
CASH_OUT,Legitimate,24,101-500,2
CASH_OUT,Legitimate,24,"5,001-10,000",12
CASH_OUT,Legitimate,24,"50,001-100,000",94
CASH_OUT,Legitimate,24,"500,001-1,000,000",13
DEBIT,Legitimate,24,0-100,1
DEBIT,Legitimate,24,"1,001-5,000",59
DEBIT,Legitimate,24,"10,001-50,000",3
DEBIT,Legitimate,24,101-500,3
DEBIT,Legitimate,24,"5,001-10,000",16
DEBIT,Legitimate,24,"501-1,000",9
PAYMENT,Legitimate,24,0-100,8
PAYMENT,Legitimate,24,"1,001-5,000",417
PAYMENT,Legitimate,24,"10,001-50,000",771
PAYMENT,Legitimate,24,101-500,36
PAYMENT,Legitimate,24,"5,001-10,000",457
PAYMENT,Legitimate,24,"50,001-100,000",4
PAYMENT,Legitimate,24,"501-1,000",34
TRANSFER,Fraud,24,"100,001-500,000",1
TRANSFER,Fraud,24,"5,001-10,000",1
TRANSFER,Fraud,24,"500,001-1,000,000",1
TRANSFER,Legitimate,24,"1,000,001+",47
TRANSFER,Legitimate,24,"1,001-5,000",2
TRANSFER,Legitimate,24,"10,001-50,000",17
TRANSFER,Legitimate,24,"100,001-500,000",130
TRANSFER,Legitimate,24,"5,001-10,000",1
TRANSFER,Legitimate,24,"50,001-100,000",22
TRANSFER,Legitimate,24,"500,001-1,000,000",86
TRANSFER,Legitimate,24,"501-1,000",1
CASH_IN,Legitimate,25,0-100,1
CASH_IN,Legitimate,25,"1,000,001+",1
CASH_IN,Legitimate,25,"1,001-5,000",3
CASH_IN,Legitimate,25,"10,001-50,000",40
CASH_IN,Legitimate,25,"100,001-500,000",174
CASH_IN,Legitimate,25,"5,001-10,000",7
CASH_IN,Legitimate,25,"50,001-100,000",41
CASH_IN,Legitimate,25,"500,001-1,000,000",9
CASH_OUT,Fraud,25,"1,000,001+",1
CASH_OUT,Fraud,25,"10,001-50,000",2
CASH_OUT,Fraud,25,"100,001-500,000",3
CASH_OUT,Fraud,25,"5,001-10,000",1
CASH_OUT,Fraud,25,"500,001-1,000,000",2
CASH_OUT,Legitimate,25,0-100,1
CASH_OUT,Legitimate,25,"1,001-5,000",6
CASH_OUT,Legitimate,25,"10,001-50,000",20
CASH_OUT,Legitimate,25,"100,001-500,000",160
CASH_OUT,Legitimate,25,101-500,2
CASH_OUT,Legitimate,25,"5,001-10,000",4
CASH_OUT,Legitimate,25,"50,001-100,000",40
CASH_OUT,Legitimate,25,"500,001-1,000,000",4
DEBIT,Legitimate,25,"1,001-5,000",15
DEBIT,Legitimate,25,"10,001-50,000",12
DEBIT,Legitimate,25,101-500,3
DEBIT,Legitimate,25,"5,001-10,000",18
DEBIT,Legitimate,25,"501-1,000",2
PAYMENT,Legitimate,25,0-100,9
PAYMENT,Legitimate,25,"1,001-5,000",235
PAYMENT,Legitimate,25,"10,001-50,000",337
PAYMENT,Legitimate,25,101-500,36
PAYMENT,Legitimate,25,"5,001-10,000",262
PAYMENT,Legitimate,25,"50,001-100,000",1
PAYMENT,Legitimate,25,"501-1,000",37
TRANSFER,Fraud,25,"1,000,001+",1
TRANSFER,Fraud,25,"10,001-50,000",2
TRANSFER,Fraud,25,"100,001-500,000",3
TRANSFER,Fraud,25,"5,001-10,000",1
TRANSFER,Fraud,25,"500,001-1,000,000",2
TRANSFER,Legitimate,25,"1,000,001+",33
TRANSFER,Legitimate,25,"1,001-5,000",1
TRANSFER,Legitimate,25,"10,001-50,000",2
TRANSFER,Legitimate,25,"100,001-500,000",32
TRANSFER,Legitimate,25,"5,001-10,000",1
TRANSFER,Legitimate,25,"50,001-100,000",4
TRANSFER,Legitimate,25,"500,001-1,000,000",27
CASH_IN,Legitimate,26,"10,001-50,000",18
